gcc_code16,date,precip,tmax,tmin,vapourpres_h09,vapourpres_h15
5GPER,2014-04-23,0.000479966743385634,25.4592655746868,9.97269494871866,11.4809892445601,11.919790021166
5GPER,2014-04-24,0.00149656734648825,23.760979126791,15.7722225029777,11.8200745230944,14.0342545737704
5GPER,2014-04-25,0.25909063002733,24.4441096999566,15.8806223774022,16.9197645332807,15.2344815213403
5GPER,2014-04-26,0.00343744435619909,22.5537337097253,15.901150114618,16.4066963086259,18.9668672751622
5GPER,2014-04-27,11.6054048971189,23.1533755144371,17.4304819365308,20.2456579035856,17.0575980008851
5GPER,2014-04-28,9.2104208615033,18.5840593640155,12.507917014353,12.1857607758466,10.411349165421
5GPER,2014-04-29,1.00779747668155,19.8150048986175,8.61991516026787,11.9340013723631,12.9596539366677
5GPER,2014-04-30,0.00251559858158473,21.519249941817,10.6189465850772,12.7213917617972,10.428588712526
5GPER,2014-05-01,0.00258782317887773,21.3350725064532,8.64280534896355,13.1035197180779,11.4496656412945
5GPER,2014-05-02,0.0013699945477659,20.0614666337593,8.09930776179582,9.25733351740848,9.50475262885194
5GPER,2014-05-03,0.000640602935614809,22.568487784776,8.73053968472258,11.9031167684658,13.6587099904053
5GPER,2014-05-04,3.15882121523412e-06,21.4625013186125,13.4574081499945,13.840661583965,13.4552387151113
5GPER,2014-05-05,1.35650790530211,20.1072292961675,14.0600047033564,15.2670154327225,15.840564682792
5GPER,2014-05-06,0.095184694046325,22.1955933827809,15.3585493182045,17.153428167951,18.929347944648
5GPER,2014-05-07,2.48669793271544,21.5510250338103,17.4504804059844,19.8407756143462,20.7255358286096
5GPER,2014-05-08,39.3454170933464,19.15423771299,12.1380441669737,11.1761955280901,12.9762936128883
5GPER,2014-05-09,4.78275457085997,21.7981150304047,13.4701795020812,16.5342841961136,16.6465136868724
5GPER,2014-05-10,5.89824016782061,21.7250062623169,14.0186167804196,16.9918311128515,16.7395267264369
5GPER,2014-05-11,1.52528281053219,23.2879828813287,12.6132066960777,16.571168951535,13.892466762063
5GPER,2014-05-12,0.115900124942188,23.0267095310178,13.9343437087663,16.3908674769399,17.7182774679922
5GPER,2014-05-13,2.49991576018155,21.7483725849183,12.8865432952217,16.0766571570706,13.5850521060719
5GPER,2014-05-14,0.00864121550596106,21.1119038961914,13.9650581060159,14.3802431905608,15.2348605315519
5GPER,2014-05-15,0.197738347456538,22.4223139493223,13.8486657771953,15.330548792829,14.070419457061
5GPER,2014-05-16,0.051724662003118,22.5209350414715,12.7198259275416,16.3319686642529,16.1391397897144
5GPER,2014-05-17,0.520344089827912,22.7279332553468,11.481793605917,16.3476540158964,16.0160645620108
5GPER,2014-05-18,1.50956837677084,21.3480338315893,13.5738745693293,17.1931990870088,17.9315048103536
5GPER,2014-05-19,1.3972575902283,21.8581814808967,15.7482331093412,18.5111032691453,19.401597185729
5GPER,2014-05-20,4.3389529218529,22.6133858406506,16.2068803204761,19.3436974572492,19.261405296112
5GPER,2014-05-21,8.49740322794783,20.832888833284,15.3101689072002,18.6758434392021,18.8687943537137
5GPER,2014-05-22,1.70664108977154,21.9704134586276,14.6616339253356,17.5551826939975,18.3197082190637
5GPER,2014-05-23,41.5759622268393,20.5302797401743,14.4551625318373,15.6409173891094,14.5036755981825
5GPER,2014-05-24,10.3155879299039,19.8086058563141,14.5432995457472,14.9940827375328,14.9819470685249
5GPER,2014-05-25,4.87564337960278,20.0181434731267,13.4525345151286,13.1799599252398,14.3610497787971
5GPER,2014-05-26,4.11758388712453,19.6831025073749,13.7737122186984,14.9604516797433,13.2720445014209
5GPER,2014-05-27,1.10426070017103,20.1928574549291,14.6273961799569,16.8537142181764,17.90770857518
5GPER,2014-05-28,7.96033509733523,18.4925019900424,11.7291702693384,13.928122980929,13.1789001976339
5GPER,2014-05-29,0.339297979895648,19.5194621880112,10.1420669491247,14.2584554466966,12.8053819380868
5GPER,2014-05-30,0.0297478658134379,18.4420620666577,7.90721203116882,11.4419639194702,11.5497393269308
5GPER,2014-05-31,0.262040701026673,17.0210023546293,9.43784271319904,10.5477554508984,11.7383830845764
5GPER,2014-06-01,1.25581997847795,21.070232485322,11.5413809551919,14.5568681557109,15.5872656957918
5GPER,2014-06-02,1.14037684039124,21.0715641956115,12.1837795034644,15.7253274038706,15.308155852844
5GPER,2014-06-03,0.399496605446274,21.3093247450882,12.0931518943624,15.8553870686851,15.1968955160682
5GPER,2014-06-04,0.0186396477454702,22.0778226134071,10.2159167538418,13.6589373211696,13.4623038250421
5GPER,2014-06-05,0.00623475281072349,24.4777114155687,11.1009905265926,11.9242636800061,11.3463631521153
5GPER,2014-06-06,0.00146032386594963,23.700068769469,10.7496644569931,9.54049855985643,9.44794059917458
5GPER,2014-06-07,0.00918629571454067,20.312719920786,11.9718983812181,9.25393244062346,10.7064446019829
5GPER,2014-06-08,0,20.2402464558348,13.8063417750382,9.44925142028263,10.5530779992023
5GPER,2014-06-09,1.58678226268922,22.7401841760703,14.6968145647214,15.001613381628,12.8348494733694
5GPER,2014-06-10,12.1225158075703,16.6745200382789,14.6230541985758,15.9223308549528,12.6769568534047
5GPER,2014-06-11,0.759385836221312,17.2841813929693,6.00374735973173,10.7594063660594,11.6611251328681
